best_stopping_iter_mean
599.2
831.2
1103.2
1200.2
181892.0
72112.8
443.1
2193.2
20043.3
1264.0
49750.4
4743.0
1082.3
68482.0
14840.9
64487.7
75908.2
205563.3
22205.3
491.0
12515.6
792.0
11084.4
1653.8
1225.2
3444.9
445.0
1168.4
7638.6
902.7
40539.0
25206.2
34343.0
124197.9
101658.0
547.8
4232.4
2321.0
864.0
1296.7
2691.3
1134.0
24780.0
86437.1
1917.1
914.3
176.5
1505.3
4552.9
4892.6
15135.8
74227.3
10258.2
23362.5
81638.6
4011.6
14687.8
1391.0
62245.1
61714.9
997.1
15609.7
109898.3
3178.2
51681.1
343.0
43137.6
7951.3
29896.6
1333.2
489.6
5603.8
1807.7
9145.9
41802.2
12176.2
1173.5
681.0
181494.8
1342.3
5023.7
65435.0
4920.8
2638.7
70287.0
6029.0
5542.3
25349.4
17413.1
21291.5
58840.6
9560.5
12382.7
21355.3
3381.8
5811.7
207.0
53420.7
1440.5
184421.8
146663.3
6760.1
11359.0
60485.5
1349.2
14474.5
7215.6
7106.0
1252.4
56679.8
2500.6
23759.0
53543.0
34595.5
16331.5
84347.2
741.4
918.1
4576.3
2020.1
5475.2
2934.0
7174.9
548.9
160066.1
3368.7
443.2
742.8
4832.5
813.7
197005.1
8287.2
92980.6
2880.0
2228.6
47163.4
3282.6
491.0
938.0
1901.0
41893.6
15023.0
1518.0
734.5
79280.6
772.1
51077.2
634.5
428.5
623.9
9170.0
5353.0
11800.6
17177.9
15710.9
94083.3
47703.1
371.2
1114.5
50740.5
24322.3
15750.9
5622.3
11673.3
70874.3
30701.3
74044.7
4574.8
2024.4
12870.3
22456.0
2905.8
16488.6
494.6
11261.7
845.7
54271.6
41932.6
22022.7
61810.0
901.9
32191.2
2228.3
71603.3
41690.1
138692.1
2277.3
425.3
3800.7
14830.9
9878.0
6524.7
