best_stopping_iter_mean
1067.0
22493.2
4668.0
2138.2
9986.4
5422.0
8011.8
4343.0
8392.0
2646.4
4762.0
1140.8
8344.4
7331.4
8582.2
15093.4
58922.2
12317.0
8040.0
18510.6
8188.6
8534.2
24853.2
10538.0
4370.0
10869.4
10101.4
3362.6
14156.0
77507.2
613.0
30119.0
29026.8
746.6
7891.0
2670.0
1627.2
7053.4
2798.4
5180.0
1986.8
5874.4
2970.0
10322.4
7655.2
6536.2
2212.0
29952.0
4939.0
19631.0
1513.6
6404.8
2867.0
1377.2
3766.0
36215.0
2216.4
6428.2
2063.8
5583.6
8761.6
7743.4
2489.0
2443.6
11473.6
2075.0
3098.4
4460.0
3034.2
15867.6
4232.8
2620.6
2949.0
3979.0
4729.4
6426.2
5300.6
4987.0
3724.6
18089.2
2921.6
9719.4
14516.0
41451.6
4886.0
20613.4
2716.0
1539.8
13961.0
1326.4
11804.2
4130.4
11087.6
1571.6
6402.8
3953.8
5839.4
3763.0
9894.2
4791.6
4353.2
6919.6
933.4
1078.4
1416.8
1854.2
3087.6
9755.4
1213.0
5019.0
116549.0
2353.0
3075.0
1683.6
22001.8
5769.8
15732.4
13525.8
2170.6
6386.6
30271.8
11262.8
2131.6
10440.4
14695.4
37010.4
3036.8
4655.0
2187.6
17150.0
32179.0
9814.2
1321.4
19685.0
4408.4
13891.0
2847.0
8397.0
6926.6
2646.6
1193.0
6641.2
442.2
17437.0
5347.4
29052.0
2014.4
5033.2
3813.4
573.4
2806.8
9132.4
4857.0
28911.6
5728.8
1517.0
5107.2
1013.4
40304.6
4566.4
8573.4
2925.8
7906.8
2932.8
6704.4
1905.4
19135.8
14496.2
2267.2
8869.4
6555.2
3770.0
16997.8
5808.0
4286.4
6316.6
2197.6
9656.0
3969.4
3306.0
1623.4
767.2
4563.2
945.8
17708.4
3961.6
14761.8
425.2
5080.6
12935.2
3364.2
3366.2
2379.6
11259.6
99801.6
38698.0
8024.2
13260.4
9176.0
5359.0
2398.6
3769.0
5764.2
14190.4
999.0
4475.8
800.6
6603.6
9987.0
15526.0
3197.6
123425.2
8166.0
388.6
2212.2
18500.2
15817.8
5173.2
1036.4
3187.8
5625.6
3104.4
1627.2
5264.0
6320.8
15791.6
1110.6
4170.6
3764.0
5492.2
966.4
4390.0
3943.2
24889.0
4223.0
49499.2
4190.4
1310.2
525.8
12010.2
1796.4
2173.4
5159.8
1429.0
13165.4
1370.4
5983.6
7096.6
11755.2
1144.2
1853.2
3997.4
2156.8
755.8
9598.0
7279.2
2824.8
2699.0
4392.0
3199.4
13820.2
3130.6
858.6
14532.0
84634.0
3057.6
2547.4
6287.0
845.4
35927.4
3875.0
12220.2
2148.0
10120.2
3006.8
7234.6
4444.4
552.4
1147.0
1244.6
3696.4
4413.8
5335.6
27200.4
12600.0
6807.6
2579.6
10423.0
6163.4
5814.6
16191.6
25939.2
1251.2
1122.2
1173.4
7910.6
2132.6
5946.0
26688.6
31546.8
3396.8
2219.0
14182.2
992.8
3397.4
7701.8
13507.4
638.8
11051.4
7893.4
16752.0
2879.8
6843.0
1522.0
123011.0
441.6
8287.4
2222.0
1555.6
18176.8
15717.0
37723.0
474.6
3707.8
3184.8
1277.4
5825.2
15321.6
1198.0
3520.4
869.6
4574.4
14605.0
2969.6
9779.4
4989.2
1942.6
1260.2
1878.0
20337.2
12217.2
3286.6
1786.4
7512.8
3536.2
17237.4
8559.0
3270.2
993.4
2155.2
3308.6
6024.2
3520.0
7111.4
6632.2
4958.0
1881.2
1277.0
2401.2
41697.0
11303.2
6034.0
112451.2
3108.6
21761.6
30575.8
539.6
20083.0
4418.8
17686.0
2977.6
3369.4
5097.0
392.2
2472.2
530.0
6035.6
9355.2
4573.2
5707.4
1866.4
11879.2
9830.4
1842.6
3615.8
3878.0
16592.8
3771.6
2950.4
2646.6
3973.8
319.2
1469.2
10802.2
4849.4
3131.2
2214.0
3661.4
12183.8
16694.2
